Area,Country,Measure Names,Quarter,Rectangle,Regulated gear,Special condition,Species,Vessel length,Year,Measure Values
7BCEFGHJK,IRL,Landings (t) ,4,37D8,TR1,NONE,COD,O15M,2011,1.15
7BCEFGHJK,FRA,Landings (t) ,4,37D8,TR1,NONE,COD,O15M,2011,0.541
7BCEFGHJK,ENG,Landings (t) ,4,37D8,TR1,NONE,COD,O15M,2011,0.0095
7BCEFGHJK,IRL,Landings (t) ,4,36D9,TR2,NONE,COD,O15M,2011,0.12
7BCEFGHJK,IRL,Landings (t) ,4,36D9,TR1,NONE,COD,O15M,2011,0.99
7BCEFGHJK,FRA,Landings (t) ,4,36D8,TR2,NONE,COD,O15M,2011,0.115
7BCEFGHJK,IRL,Landings (t) ,4,36D8,TR1,NONE,COD,O15M,2011,0.46
7BCEFGHJK,FRA,Landings (t) ,4,36D8,TR1,NONE,COD,O15M,2011,0.7695
7BCEFGHJK,ENG,Landings (t) ,4,36D8,TR1,NONE,COD,O15M,2011,0.017
7BCEFGHJK,FRA,Landings (t) ,4,36D6,TR1,NONE,COD,O15M,2011,0.0676
7BCEFGHJK,IRL,Landings (t) ,4,35E0,TR2,NONE,COD,O10T15M,2011,0.03
7BCEFGHJK,IRL,Landings (t) ,4,35D9,TR2,NONE,COD,O15M,2011,0.02
7BCEFGHJK,FRA,Landings (t) ,4,35D9,TR1,NONE,COD,O15M,2011,0.061
7BCEFGHJK,IRL,Landings (t) ,4,35D9,GN1,NONE,COD,O15M,2011,0.09
7BCEFGHJK,IRL,Landings (t) ,4,35D8,TR1,NONE,COD,O15M,2011,0.04
7BCEFGHJK,FRA,Landings (t) ,4,35D8,TR1,NONE,COD,O15M,2011,1.188
7BCEFGHJK,ENG,Landings (t) ,4,35D8,TR1,NONE,COD,O15M,2011,0.0094
7BCEFGHJK,FRA,Landings (t) ,4,35D7,TR1,NONE,COD,O15M,2011,0.0385
7BCEFGHJK,FRA,Landings (t) ,4,35D6,TR1,NONE,COD,O15M,2011,0.588
7BCEFGHJK,FRA,Landings (t) ,4,35D5,TR1,NONE,COD,O15M,2011,0.0137
7BCEFGHJK,IRL,Landings (t) ,4,34E0,TR2,NONE,COD,O10T15M,2011,0.01
7BCEFGHJK,IRL,Landings (t) ,4,34E0,GN1,NONE,COD,O15M,2011,0.05
7BCEFGHJK,IRL,Landings (t) ,4,34E0,GN1,NONE,COD,O10T15M,2011,0.05
7BCEFGHJK,IRL,Landings (t) ,4,34D9,TR2,NONE,COD,O15M,2011,0.04
7BCEFGHJK,IRL,Landings (t) ,4,34D9,GN1,NONE,COD,O15M,2011,0.05
7BCEFGHJK,FRA,Landings (t) ,4,34D8,TR1,NONE,COD,O15M,2011,1.0338
7BCEFGHJK,ENG,Landings (t) ,4,34D8,TR1,NONE,COD,O15M,2011,0.0095
7BCEFGHJK,IRL,Landings (t) ,4,34D8,GN1,NONE,COD,O15M,2011,0.37
7BCEFGHJK,FRA,Landings (t) ,4,34D7,TR1,NONE,COD,O15M,2011,0.4332
7BCEFGHJK,IRL,Landings (t) ,4,33D9,TR2,NONE,COD,O15M,2011,0.11
7BCEFGHJK,IRL,Landings (t) ,4,33D9,TR1,NONE,COD,O15M,2011,0.13
7BCEFGHJK,FRA,Landings (t) ,4,33D9,OTTER,NONE,COD,O15M,2011,0.0163
7BCEFGHJK,IRL,Landings (t) ,4,33D9,GN1,NONE,COD,O15M,2011,0.46
7BCEFGHJK,IRL,Landings (t) ,4,33D9,GN1,NONE,COD,O10T15M,2011,0.24
7BCEFGHJK,FRA,Landings (t) ,4,33D8,TR2,NONE,COD,O15M,2011,0.12
7BCEFGHJK,IRL,Landings (t) ,4,33D8,TR1,NONE,COD,O15M,2011,0.04
7BCEFGHJK,FRA,Landings (t) ,4,33D8,TR1,NONE,COD,O15M,2011,0.7713
7BCEFGHJK,ENG,Landings (t) ,4,33D8,TR1,NONE,COD,O15M,2011,0.019
7BCEFGHJK,IRL,Landings (t) ,4,33D8,GN1,NONE,COD,O15M,2011,0.38
7BCEFGHJK,ENG,Landings (t) ,4,32E6,GN1,NONE,COD,U10M,2011,0.0417
7BCEFGHJK,ENG,Landings (t) ,4,32E5,LL1,NONE,COD,U10M,2011,0.0007
7BCEFGHJK,ENG,Landings (t) ,4,32E5,GN1,NONE,COD,U10M,2011,0.0566
7BCEFGHJK,BEL,Landings (t) ,4,32E4,TR2,NONE,COD,O15M,2011,2.718
7BCEFGHJK,IRL,Landings (t) ,4,32E4,TR1,NONE,COD,O15M,2011,0.19
7BCEFGHJK,FRA,Landings (t) ,4,32E4,TR1,NONE,COD,O15M,2011,21.3708
7BCEFGHJK,ENG,Landings (t) ,4,32E4,LL1,NONE,COD,U10M,2011,0.1696
7BCEFGHJK,ENG,Landings (t) ,4,32E4,GN1,NONE,COD,U10M,2011,0.2656
7BCEFGHJK,IRL,Landings (t) ,4,32E4,BT2,NONE,COD,O15M,2011,0.04
7BCEFGHJK,ENG,Landings (t) ,4,32E4,BT2,NONE,COD,O15M,2011,0.01
7BCEFGHJK,BEL,Landings (t) ,4,32E4,BT2,NONE,COD,O15M,2011,0.065
7BCEFGHJK,IRL,Landings (t) ,4,32E3,TR2,NONE,COD,O15M,2011,4.5
7BCEFGHJK,BEL,Landings (t) ,4,32E3,TR2,NONE,COD,O15M,2011,3.246
7BCEFGHJK,IRL,Landings (t) ,4,32E3,TR2,NONE,COD,O10T15M,2011,0.12
7BCEFGHJK,NIR,Landings (t) ,4,32E3,TR1,NONE,COD,O15M,2011,0.8959
7BCEFGHJK,IRL,Landings (t) ,4,32E3,TR1,NONE,COD,O15M,2011,2.74
7BCEFGHJK,FRA,Landings (t) ,4,32E3,TR1,NONE,COD,O15M,2011,12.8579
7BCEFGHJK,IRL,Landings (t) ,4,32E3,TR1,NONE,COD,O10T15M,2011,0.35
7BCEFGHJK,IRL,Landings (t) ,4,32E3,BT2,NONE,COD,O15M,2011,2.15
7BCEFGHJK,BEL,Landings (t) ,4,32E3,BT2,NONE,COD,O15M,2011,2.743
7BCEFGHJK,IRL,Landings (t) ,4,32E2,TR2,NONE,COD,O15M,2011,0.2
7BCEFGHJK,IRL,Landings (t) ,4,32E2,TR2,NONE,COD,O10T15M,2011,1.86
7BCEFGHJK,NIR,Landings (t) ,4,32E2,TR1,NONE,COD,O15M,2011,0.9437
7BCEFGHJK,IRL,Landings (t) ,4,32E2,TR1,NONE,COD,O15M,2011,2.7
7BCEFGHJK,FRA,Landings (t) ,4,32E2,TR1,NONE,COD,O15M,2011,4.03
7BCEFGHJK,IRL,Landings (t) ,4,32E2,TR1,NONE,COD,O10T15M,2011,0.97
7BCEFGHJK,IRL,Landings (t) ,4,32E2,POTS,NONE,COD,O10T15M,2011,0.12
7BCEFGHJK,IRL,Landings (t) ,4,32E2,GN1,NONE,COD,O10T15M,2011,3.4
7BCEFGHJK,IRL,Landings (t) ,4,32E2,BT2,NONE,COD,O15M,2011,3.82
7BCEFGHJK,IRL,Landings (t) ,4,32E1,TR2,NONE,COD,O15M,2011,0.34
7BCEFGHJK,IRL,Landings (t) ,4,32E1,TR2,NONE,COD,O10T15M,2011,2.72
7BCEFGHJK,IRL,Landings (t) ,4,32E1,TR1,NONE,COD,O15M,2011,4.19
7BCEFGHJK,FRA,Landings (t) ,4,32E1,TR1,NONE,COD,O15M,2011,1.3715
7BCEFGHJK,IRL,Landings (t) ,4,32E1,NONE,NONE,COD,U10M,2011,6.62
7BCEFGHJK,IRL,Landings (t) ,4,32E1,GN1,NONE,COD,O10T15M,2011,0.3
7BCEFGHJK,IRL,Landings (t) ,4,32E0,TR2,NONE,COD,O10T15M,2011,0.09
7BCEFGHJK,IRL,Landings (t) ,4,32E0,TR1,NONE,COD,O10T15M,2011,0.09
7BCEFGHJK,IRL,Landings (t) ,4,32E0,GN1,NONE,COD,O10T15M,2011,0.08
7BCEFGHJK,IRL,Landings (t) ,4,32D9,TR2,NONE,COD,O15M,2011,0.59
7BCEFGHJK,FRA,Landings (t) ,4,32D9,TR2,NONE,COD,O15M,2011,0.36
7BCEFGHJK,IRL,Landings (t) ,4,32D9,TR2,NONE,COD,O10T15M,2011,0.05
7BCEFGHJK,IRL,Landings (t) ,4,32D9,TR1,NONE,COD,O15M,2011,1.97
7BCEFGHJK,FRA,Landings (t) ,4,32D9,TR1,NONE,COD,O15M,2011,0.239
7BCEFGHJK,ENG,Landings (t) ,4,32D9,TR1,NONE,COD,O15M,2011,0.3018
7BCEFGHJK,IRL,Landings (t) ,4,32D9,TR1,NONE,COD,O10T15M,2011,0.29
7BCEFGHJK,IRL,Landings (t) ,4,32D9,NONE,NONE,COD,U10M,2011,0.47
7BCEFGHJK,IRL,Landings (t) ,4,32D9,GT1,NONE,COD,O10T15M,2011,0.03
7BCEFGHJK,IRL,Landings (t) ,4,32D9,GN1,NONE,COD,O15M,2011,1.08
7BCEFGHJK,IRL,Landings (t) ,4,32D9,GN1,NONE,COD,O10T15M,2011,0.05
7BCEFGHJK,IRL,Landings (t) ,4,32D8,TR2,NONE,COD,O15M,2011,0.07
7BCEFGHJK,FRA,Landings (t) ,4,32D8,TR2,NONE,COD,O15M,2011,0.08
7BCEFGHJK,FRA,Landings (t) ,4,32D8,TR1,NONE,COD,O15M,2011,0.2037
7BCEFGHJK,ENG,Landings (t) ,4,32D8,TR1,NONE,COD,O15M,2011,0.212
7BCEFGHJK,IRL,Landings (t) ,4,32D6,TR2,NONE,COD,O15M,2011,0.02
7BCEFGHJK,FRA,Landings (t) ,4,32D6,GN1,NONE,COD,O15M,2011,0.0325
7BCEFGHJK,FRA,Landings (t) ,4,32D5,GN1,NONE,COD,O15M,2011,0.0325
7BCEFGHJK,ENG,Landings (t) ,4,31E6,TR2,NONE,COD,U10M,2011,0.2027
7BCEFGHJK,ENG,Landings (t) ,4,31E6,TR2,NONE,COD,O10T15M,2011,0.0259
7BCEFGHJK,ENG,Landings (t) ,4,31E6,GN1,NONE,COD,U10M,2011,0.2746
7BCEFGHJK,ENG,Landings (t) ,4,31E5,TR2,NONE,COD,U10M,2011,0.3933
7BCEFGHJK,BEL,Landings (t) ,4,31E5,TR2,NONE,COD,O15M,2011,0.4
7BCEFGHJK,ENG,Landings (t) ,4,31E5,TR2,NONE,COD,O10T15M,2011,1.3602
7BCEFGHJK,ENG,Landings (t) ,4,31E5,GN1,NONE,COD,U10M,2011,0.0014
7BCEFGHJK,ENG,Landings (t) ,4,31E5,BT2,NONE,COD,O15M,2011,0.1347
7BCEFGHJK,BEL,Landings (t) ,4,31E5,BT2,NONE,COD,O15M,2011,0.484
7BCEFGHJK,IRL,Landings (t) ,4,31E4,TR2,NONE,COD,O15M,2011,2.57
7BCEFGHJK,BEL,Landings (t) ,4,31E4,TR2,NONE,COD,O15M,2011,0.339
7BCEFGHJK,IRL,Landings (t) ,4,31E4,TR1,NONE,COD,O15M,2011,1.18
7BCEFGHJK,FRA,Landings (t) ,4,31E4,TR1,NONE,COD,O15M,2011,4.4634
7BCEFGHJK,ENG,Landings (t) ,4,31E4,BT2,NONE,COD,O15M,2011,0.0497
7BCEFGHJK,BEL,Landings (t) ,4,31E4,BT2,NONE,COD,O15M,2011,6.237
7BCEFGHJK,IRL,Landings (t) ,4,31E3,TR2,NONE,COD,O15M,2011,37.7
7BCEFGHJK,IRL,Landings (t) ,4,31E3,TR1,NONE,COD,O15M,2011,6.56
7BCEFGHJK,FRA,Landings (t) ,4,31E3,TR1,NONE,COD,O15M,2011,16.2842
7BCEFGHJK,ENG,Landings (t) ,4,31E3,GN1,NONE,COD,O10T15M,2011,0.2826
7BCEFGHJK,IRL,Landings (t) ,4,31E3,BT2,NONE,COD,O15M,2011,9.2
7BCEFGHJK,BEL,Landings (t) ,4,31E3,BT2,NONE,COD,O15M,2011,0.425
7BCEFGHJK,IRL,Landings (t) ,4,31E2,TR2,NONE,COD,O15M,2011,3.49
7BCEFGHJK,IRL,Landings (t) ,4,31E2,TR1,NONE,COD,O15M,2011,13.32
7BCEFGHJK,FRA,Landings (t) ,4,31E2,TR1,NONE,COD,O15M,2011,13.2841
7BCEFGHJK,FRA,Landings (t) ,4,31E2,GT1,NONE,COD,O10T15M,2011,0.019
7BCEFGHJK,IRL,Landings (t) ,4,31E2,GN1,NONE,COD,O15M,2011,0.18
7BCEFGHJK,ENG,Landings (t) ,4,31E2,GN1,NONE,COD,O15M,2011,0.7566
7BCEFGHJK,IRL,Landings (t) ,4,31E2,BT2,NONE,COD,O15M,2011,0.19
7BCEFGHJK,IRL,Landings (t) ,4,31E1,TR2,NONE,COD,O15M,2011,2.41
7BCEFGHJK,FRA,Landings (t) ,4,31E1,TR2,NONE,COD,O15M,2011,0.2
7BCEFGHJK,IRL,Landings (t) ,4,31E1,TR2,NONE,COD,O10T15M,2011,0.23
7BCEFGHJK,IRL,Landings (t) ,4,31E1,TR1,NONE,COD,O15M,2011,14.6
7BCEFGHJK,FRA,Landings (t) ,4,31E1,TR1,NONE,COD,O15M,2011,12.2123
7BCEFGHJK,IRL,Landings (t) ,4,31E1,TR1,NONE,COD,O10T15M,2011,0.07
7BCEFGHJK,IRL,Landings (t) ,4,31E1,GN1,NONE,COD,O15M,2011,0.04
7BCEFGHJK,FRA,Landings (t) ,4,31E1,BT2,NONE,COD,O10T15M,2011,0.025
7BCEFGHJK,IRL,Landings (t) ,4,31E0,TR2,NONE,COD,O15M,2011,0.45
7BCEFGHJK,IRL,Landings (t) ,4,31E0,TR2,NONE,COD,O10T15M,2011,0.41
7BCEFGHJK,IRL,Landings (t) ,4,31E0,TR1,NONE,COD,O15M,2011,4.49
7BCEFGHJK,IRL,Landings (t) ,4,31E0,TR1,NONE,COD,O10T15M,2011,1.13
7BCEFGHJK,IRL,Landings (t) ,4,31E0,GN1,NONE,COD,O15M,2011,0.53
7BCEFGHJK,IRL,Landings (t) ,4,31D9,TR2,NONE,COD,O15M,2011,0.11
7BCEFGHJK,IRL,Landings (t) ,4,31D9,TR1,NONE,COD,O15M,2011,0.34
7BCEFGHJK,ENG,Landings (t) ,4,31D9,TR1,NONE,COD,O15M,2011,0.0057
7BCEFGHJK,IRL,Landings (t) ,4,31D9,TR1,NONE,COD,O10T15M,2011,0.03
7BCEFGHJK,IRL,Landings (t) ,4,31D9,GN1,NONE,COD,O15M,2011,0.39
7BCEFGHJK,FRA,Landings (t) ,4,31D8,TR2,NONE,COD,O15M,2011,0.12
7BCEFGHJK,IRL,Landings (t) ,4,31D8,TR1,NONE,COD,O15M,2011,0.04
7BCEFGHJK,FRA,Landings (t) ,4,31D8,TR1,NONE,COD,O15M,2011,0.0713
7BCEFGHJK,ENG,Landings (t) ,4,30E7,TR2,NONE,COD,U10M,2011,0.7716
7BCEFGHJK,ENG,Landings (t) ,4,30E7,TR2,NONE,COD,O10T15M,2011,0.2996
7BCEFGHJK,ENG,Landings (t) ,4,30E7,POTS,NONE,COD,U10M,2011,0.2174
7BCEFGHJK,ENG,Landings (t) ,4,30E7,POTS,NONE,COD,O10T15M,2011,0.0045
7BCEFGHJK,FRA,Landings (t) ,4,30E7,PEL_TRAWL,NONE,COD,O15M,2011,0.09
7BCEFGHJK,ENG,Landings (t) ,4,30E7,LL1,NONE,COD,U10M,2011,0.1951
7BCEFGHJK,ENG,Landings (t) ,4,30E7,GN1,NONE,COD,U10M,2011,1.6632
7BCEFGHJK,ENG,Landings (t) ,4,30E7,GN1,NONE,COD,O10T15M,2011,0.3563
7BCEFGHJK,ENG,Landings (t) ,4,30E7,BT2,NONE,COD,O15M,2011,0.0046
7BCEFGHJK,ENG,Landings (t) ,4,30E6,TR2,NONE,COD,U10M,2011,0.3468
7BCEFGHJK,ENG,Landings (t) ,4,30E6,TR2,NONE,COD,O10T15M,2011,0.0152
7BCEFGHJK,ENG,Landings (t) ,4,30E6,POTS,NONE,COD,U10M,2011,0.0709
7BCEFGHJK,ENG,Landings (t) ,4,30E6,LL1,NONE,COD,U10M,2011,0.028
7BCEFGHJK,ENG,Landings (t) ,4,30E6,GN1,NONE,COD,U10M,2011,1.5839
7BCEFGHJK,ENG,Landings (t) ,4,30E6,DREDGE,NONE,COD,O10T15M,2011,0.004
7BCEFGHJK,ENG,Landings (t) ,4,30E6,BT2,NONE,COD,O15M,2011,0.0003
7BCEFGHJK,ENG,Landings (t) ,4,30E5,TR2,NONE,COD,U10M,2011,0.1437
7BCEFGHJK,FRA,Landings (t) ,4,30E5,TR1,NONE,COD,O15M,2011,0.006
7BCEFGHJK,FRA,Landings (t) ,4,30E5,GT1,NONE,COD,O10T15M,2011,0.015
7BCEFGHJK,ENG,Landings (t) ,4,30E5,GN1,NONE,COD,U10M,2011,0.0065
7BCEFGHJK,FRA,Landings (t) ,4,30E4,TR2,NONE,COD,O15M,2011,0.857
7BCEFGHJK,BEL,Landings (t) ,4,30E4,TR2,NONE,COD,O15M,2011,0.211
7BCEFGHJK,FRA,Landings (t) ,4,30E4,TR1,NONE,COD,O15M,2011,20.7815
7BCEFGHJK,ENG,Landings (t) ,4,30E4,LL1,NONE,COD,U10M,2011,0.0304
7BCEFGHJK,ENG,Landings (t) ,4,30E4,GN1,NONE,COD,U10M,2011,0.1043
7BCEFGHJK,ENG,Landings (t) ,4,30E4,GN1,NONE,COD,O15M,2011,0.1462
7BCEFGHJK,BEL,Landings (t) ,4,30E4,BT2,NONE,COD,O15M,2011,9.596
7BCEFGHJK,IRL,Landings (t) ,4,30E3,TR1,NONE,COD,O15M,2011,0.11
7BCEFGHJK,FRA,Landings (t) ,4,30E3,TR1,NONE,COD,O15M,2011,6.188
7BCEFGHJK,ENG,Landings (t) ,4,30E3,GN1,NONE,COD,O15M,2011,0.3716
7BCEFGHJK,ENG,Landings (t) ,4,30E3,GN1,NONE,COD,O10T15M,2011,1.6995
7BCEFGHJK,IRL,Landings (t) ,4,30E3,BT2,NONE,COD,O15M,2011,1.52
7BCEFGHJK,FRA,Landings (t) ,4,30E2,TR3,NONE,COD,O15M,2011,0.295
7BCEFGHJK,FRA,Landings (t) ,4,30E2,TR2,NONE,COD,O15M,2011,0.1375
7BCEFGHJK,IRL,Landings (t) ,4,30E2,TR1,NONE,COD,O15M,2011,3.83
7BCEFGHJK,FRA,Landings (t) ,4,30E2,TR1,NONE,COD,O15M,2011,11.7403
7BCEFGHJK,ENG,Landings (t) ,4,30E2,GN1,NONE,COD,O15M,2011,0.335
7BCEFGHJK,IRL,Landings (t) ,4,30E1,TR2,NONE,COD,O15M,2011,0.31
7BCEFGHJK,FRA,Landings (t) ,4,30E1,TR2,NONE,COD,O15M,2011,0.7924
7BCEFGHJK,IRL,Landings (t) ,4,30E1,TR2,NONE,COD,O10T15M,2011,0.04
7BCEFGHJK,IRL,Landings (t) ,4,30E1,TR1,NONE,COD,O15M,2011,8.31
7BCEFGHJK,FRA,Landings (t) ,4,30E1,TR1,NONE,COD,O15M,2011,7.5923
7BCEFGHJK,ENG,Landings (t) ,4,30E1,TR1,NONE,COD,O15M,2011,0.0961
7BCEFGHJK,ENG,Landings (t) ,4,30E1,GN1,NONE,COD,O15M,2011,0.1799
7BCEFGHJK,IRL,Landings (t) ,4,30E0,TR2,NONE,COD,O15M,2011,0.08
7BCEFGHJK,IRL,Landings (t) ,4,30E0,TR1,NONE,COD,O15M,2011,1.53
7BCEFGHJK,ENG,Landings (t) ,4,30E0,TR1,NONE,COD,O15M,2011,0.2243
7BCEFGHJK,ENG,Landings (t) ,4,30E0,GT1,NONE,COD,U10M,2011,0.0701
7BCEFGHJK,IRL,Landings (t) ,4,30E0,GN1,NONE,COD,O15M,2011,0.39
7BCEFGHJK,ENG,Landings (t) ,4,30E0,GN1,NONE,COD,O15M,2011,0.3067
7BCEFGHJK,IRL,Landings (t) ,4,30D9,TR1,NONE,COD,O15M,2011,0.14
7BCEFGHJK,FRA,Landings (t) ,4,30D9,TR1,NONE,COD,O15M,2011,0.3
7BCEFGHJK,ENG,Landings (t) ,4,30D9,TR1,NONE,COD,O15M,2011,0.0662
7BCEFGHJK,IRL,Landings (t) ,4,30D8,TR2,NONE,COD,O15M,2011,0.07
7BCEFGHJK,ENG,Landings (t) ,4,29E7,TR2,NONE,COD,U10M,2011,0.289
7BCEFGHJK,FRA,Landings (t) ,4,29E7,TR2,NONE,COD,O15M,2011,3.3465
7BCEFGHJK,ENG,Landings (t) ,4,29E7,TR2,NONE,COD,O15M,2011,0.1033
7BCEFGHJK,BEL,Landings (t) ,4,29E7,TR2,NONE,COD,O15M,2011,0.16
7BCEFGHJK,FRA,Landings (t) ,4,29E7,TR2,NONE,COD,O10T15M,2011,0.11
7BCEFGHJK,ENG,Landings (t) ,4,29E7,TR2,NONE,COD,O10T15M,2011,0.5639
7BCEFGHJK,FRA,Landings (t) ,4,29E7,TR1,NONE,COD,O15M,2011,0.1136
7BCEFGHJK,FRA,Landings (t) ,4,29E7,PEL_TRAWL,NONE,COD,O15M,2011,0.1
7BCEFGHJK,ENG,Landings (t) ,4,29E7,PEL_TRAWL,NONE,COD,O10T15M,2011,0.0043
7BCEFGHJK,ENG,Landings (t) ,4,29E7,GN1,NONE,COD,O10T15M,2011,0.047
7BCEFGHJK,ENG,Landings (t) ,4,29E7,BT2,NONE,COD,O15M,2011,0.8282
7BCEFGHJK,BEL,Landings (t) ,4,29E7,BT2,NONE,COD,O15M,2011,0.743
7BCEFGHJK,ENG,Landings (t) ,4,29E7,BT2,NONE,COD,O10T15M,2011,0.0017
7BCEFGHJK,ENG,Landings (t) ,4,29E6,TR2,NONE,COD,U10M,2011,0.38
7BCEFGHJK,FRA,Landings (t) ,4,29E6,TR2,NONE,COD,O15M,2011,0.2005
7BCEFGHJK,ENG,Landings (t) ,4,29E6,TR2,NONE,COD,O10T15M,2011,1.1122
7BCEFGHJK,FRA,Landings (t) ,4,29E6,TR1,NONE,COD,O15M,2011,0.181
7BCEFGHJK,ENG,Landings (t) ,4,29E6,POTS,NONE,COD,U10M,2011,0.0101
7BCEFGHJK,ENG,Landings (t) ,4,29E6,PEL_TRAWL,NONE,COD,O10T15M,2011,0.0247
7BCEFGHJK,ENG,Landings (t) ,4,29E6,LL1,NONE,COD,U10M,2011,0.8498
7BCEFGHJK,ENG,Landings (t) ,4,29E6,GN1,NONE,COD,U10M,2011,2.6602
7BCEFGHJK,ENG,Landings (t) ,4,29E6,DREDGE,NONE,COD,O10T15M,2011,0.008
7BCEFGHJK,ENG,Landings (t) ,4,29E6,BT2,NONE,COD,O15M,2011,0.8118
7BCEFGHJK,BEL,Landings (t) ,4,29E6,BT2,NONE,COD,O15M,2011,0.67
7BCEFGHJK,ENG,Landings (t) ,4,29E6,BT2,NONE,COD,O10T15M,2011,0.0874
7BCEFGHJK,ENG,Landings (t) ,4,29E6,BEAM,NONE,COD,O15M,2011,0.0604
7BCEFGHJK,ENG,Landings (t) ,4,29E6,BEAM,NONE,COD,O10T15M,2011,0.0187
7BCEFGHJK,ENG,Landings (t) ,4,29E5,TR2,NONE,COD,U10M,2011,1.6725
7BCEFGHJK,FRA,Landings (t) ,4,29E5,TR2,NONE,COD,O15M,2011,0.0085
7BCEFGHJK,ENG,Landings (t) ,4,29E5,TR2,NONE,COD,O15M,2011,0.053
7BCEFGHJK,ENG,Landings (t) ,4,29E5,TR2,NONE,COD,O10T15M,2011,2.5793
7BCEFGHJK,ENG,Landings (t) ,4,29E5,TR1,NONE,COD,U10M,2011,0.3448
7BCEFGHJK,FRA,Landings (t) ,4,29E5,TR1,NONE,COD,O15M,2011,3.3005
7BCEFGHJK,ENG,Landings (t) ,4,29E5,TR1,NONE,COD,O15M,2011,0.2815
7BCEFGHJK,ENG,Landings (t) ,4,29E5,TR1,NONE,COD,O10T15M,2011,3.1048
7BCEFGHJK,ENG,Landings (t) ,4,29E5,POTS,NONE,COD,U10M,2011,0.0797
7BCEFGHJK,ENG,Landings (t) ,4,29E5,POTS,NONE,COD,O10T15M,2011,0.0082
7BCEFGHJK,FRA,Landings (t) ,4,29E5,LL1,NONE,COD,U10M,2011,0.024
7BCEFGHJK,ENG,Landings (t) ,4,29E5,LL1,NONE,COD,U10M,2011,1.398
7BCEFGHJK,ENG,Landings (t) ,4,29E5,LL1,NONE,COD,O10T15M,2011,0.0071
7BCEFGHJK,FRA,Landings (t) ,4,29E5,GT1,NONE,COD,O10T15M,2011,0.058
7BCEFGHJK,SCO,Landings (t) ,4,29E5,GN1,NONE,COD,U10M,2011,0.007
7BCEFGHJK,ENG,Landings (t) ,4,29E5,GN1,NONE,COD,U10M,2011,8.679
7BCEFGHJK,ENG,Landings (t) ,4,29E5,GN1,NONE,COD,O10T15M,2011,2.4874
7BCEFGHJK,ENG,Landings (t) ,4,29E5,DREDGE,NONE,COD,U10M,2011,0.0733
7BCEFGHJK,ENG,Landings (t) ,4,29E5,DREDGE,NONE,COD,O10T15M,2011,0.0092
7BCEFGHJK,ENG,Landings (t) ,4,29E5,BT2,NONE,COD,O15M,2011,0.1969
7BCEFGHJK,ENG,Landings (t) ,4,29E5,BEAM,NONE,COD,O15M,2011,0.0181
7BCEFGHJK,ENG,Landings (t) ,4,29E4,TR2,NONE,COD,U10M,2011,0.2169
7BCEFGHJK,ENG,Landings (t) ,4,29E4,TR2,NONE,COD,O10T15M,2011,0.0262
7BCEFGHJK,ENG,Landings (t) ,4,29E4,TR1,NONE,COD,U10M,2011,0.106
7BCEFGHJK,FRA,Landings (t) ,4,29E4,TR1,NONE,COD,O15M,2011,4.851
7BCEFGHJK,ENG,Landings (t) ,4,29E4,TR1,NONE,COD,O10T15M,2011,0.0734
7BCEFGHJK,ENG,Landings (t) ,4,29E4,POTS,NONE,COD,U10M,2011,0.2933
7BCEFGHJK,ENG,Landings (t) ,4,29E4,LL1,NONE,COD,U10M,2011,4.1326
7BCEFGHJK,ENG,Landings (t) ,4,29E4,GT1,NONE,COD,U10M,2011,0.0321
7BCEFGHJK,FRA,Landings (t) ,4,29E4,GT1,NONE,COD,O10T15M,2011,0.06
7BCEFGHJK,ENG,Landings (t) ,4,29E4,GT1,NONE,COD,O10T15M,2011,0.0093
7BCEFGHJK,ENG,Landings (t) ,4,29E4,GN1,NONE,COD,U10M,2011,7.8922
7BCEFGHJK,ENG,Landings (t) ,4,29E4,GN1,NONE,COD,O15M,2011,0.2266
7BCEFGHJK,ENG,Landings (t) ,4,29E4,GN1,NONE,COD,O10T15M,2011,0.1251
7BCEFGHJK,BEL,Landings (t) ,4,29E4,BT2,NONE,COD,O15M,2011,0.092
7BCEFGHJK,ENG,Landings (t) ,4,29E3,TR2,NONE,COD,O10T15M,2011,0.0758
7BCEFGHJK,IRL,Landings (t) ,4,29E3,TR1,NONE,COD,O15M,2011,2.36
7BCEFGHJK,FRA,Landings (t) ,4,29E3,TR1,NONE,COD,O15M,2011,7.2875
7BCEFGHJK,ENG,Landings (t) ,4,29E3,TR1,NONE,COD,O10T15M,2011,0.0327
7BCEFGHJK,FRA,Landings (t) ,4,29E3,GT1,NONE,COD,O15M,2011,0.5
7BCEFGHJK,ENG,Landings (t) ,4,29E3,GN1,NONE,COD,O15M,2011,0.4559
7BCEFGHJK,ENG,Landings (t) ,4,29E3,GN1,NONE,COD,O10T15M,2011,0.6226
7BCEFGHJK,FRA,Landings (t) ,4,29E2,TR3,NONE,COD,O15M,2011,0.23
7BCEFGHJK,IRL,Landings (t) ,4,29E2,TR1,NONE,COD,O15M,2011,0.56
7BCEFGHJK,FRA,Landings (t) ,4,29E2,TR1,NONE,COD,O15M,2011,14.8045
7BCEFGHJK,ENG,Landings (t) ,4,29E2,GN1,NONE,COD,O15M,2011,1.9682
7BCEFGHJK,IRL,Landings (t) ,4,29E1,TR2,NONE,COD,O15M,2011,0.64
7BCEFGHJK,IRL,Landings (t) ,4,29E1,TR1,NONE,COD,O15M,2011,4.84
